1, private, profundis:amethyst_caves, MONSTER, minecraft:spider, 80, 4, 4
948, jungle, minecraft:jungle, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
949, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
950, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
951, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
952, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
953, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
954, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
955, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
956, jungle, minecraft:jungle, CREATURE, mythicmounts:courierbird, 12, 2, 4
957, jungle, minecraft:jungle, CREATURE, mythicmobs:drake, 5, 1, 4
958, jungle, minecraft:jungle, CREATURE, mythicmobs:kobold, 10, 3, 6
959, jungle, minecraft:jungle, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
960, jungle, minecraft:jungle, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
961, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
962, jungle, minecraft:jungle, AMBIENT, mythicmounts:firebird, 5, 1, 1
963, jungle, minecraft:jungle, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
964, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
965, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:betta, 50, 3, 5
966, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
967, jungle, minecraft:jungle, WATER_CREATURE, varietyaquatic:tetra, 50, 3, 5
968, jungle, minecraft:jungle, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
969, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
970, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
971, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
972, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
973, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
974, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
975, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
976, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
977, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
978, ocean, minecraft:lukewarm_ocean, MONSTER, mythicmobs:chupacabra, 20, 1, 1
979, ocean, minecraft:lukewarm_ocean, MONSTER, mythicmounts:dragon, 80, 1, 1
980, ocean, minecraft:lukewarm_ocean, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
981, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:drake, 5, 1, 4
982, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:kobold, 10, 3, 6
983, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
984, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
985, ocean, minecraft:lukewarm_ocean, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
986, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
987, ocean, minecraft:lukewarm_ocean, AMBIENT, mythicmounts:firebird, 5, 1, 1
988, ocean, minecraft:lukewarm_ocean, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
989, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
990, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
991, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
992, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:clownfish, 50, 1, 2
993, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:cuttlefish, 50, 1, 2
994, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:jellyfish, 50, 2, 4
995, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:lionfish, 50, 1, 1
996, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:moonjelly, 50, 1, 1
997, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:opah, 50, 1, 1
998, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:seahorse, 50, 3, 5
999, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:shark, 50, 1, 2
1000, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:spottedstingray, 50, 1, 1
1001, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:sunfish, 50, 1, 3
1002, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:whaleshark, 50, 1, 2
1003, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, varietyaquatic:yellowfin, 50, 1, 2
1004, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1005, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1006, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1007, ocean, minecraft:lukewarm_ocean, WILDERWILDJELLYFISH, wilderwild:jellyfish, 5, 1, 1
1008, private, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1009, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1010, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1011, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1012, private, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
1013, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1014, private, minecraft:lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
1015, private, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1016, private, minecraft:lush_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1017, private, minecraft:lush_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
1018, private, minecraft:lush_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1019, private, minecraft:lush_caves, CREATURE, mythicmobs:drake, 5, 1, 4
1020, private, minecraft:lush_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
1021, private, minecraft:lush_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1022, private, minecraft:lush_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1023, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1024, private, minecraft:lush_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1025, private, minecraft:lush_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1026, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1027, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1028, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1029, private, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
1030, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1031, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
1032, private, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1033, private, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
1034, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
1035, private, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 10, 1, 4
1036, private, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
1037, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 5, 1, 1
1038, private, minecraft:mangrove_swamp, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1039, private, minecraft:mangrove_swamp, MONSTER, mythicmounts:dragon, 80, 1, 1
1040, private, minecraft:mangrove_swamp, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1041, private, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
1042, private, minecraft:mangrove_swamp, CREATURE, mythicmobs:drake, 5, 1, 4
1043, private, minecraft:mangrove_swamp, CREATURE, mythicmobs:kobold, 10, 3, 6
1044, private, minecraft:mangrove_swamp, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1045, private, minecraft:mangrove_swamp, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1046, private, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1047, private, minecraft:mangrove_swamp, AMBIENT, mythicmounts:firebird, 5, 1, 1
1048, private, minecraft:mangrove_swamp, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1049, private, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1050, private, minecraft:mangrove_swamp, WATER_CREATURE, varietyaquatic:betta, 50, 3, 5
1051, private, minecraft:mangrove_swamp, WATER_CREATURE, varietyaquatic:piranha, 50, 3, 5
1052, private, minecraft:mangrove_swamp, WATER_CREATURE, varietyaquatic:tetra, 50, 3, 5
1053, private, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1054, private, minecraft:mangrove_swamp, WILDERWILDFIREFLIES, wilderwild:firefly, 5, 1, 2
1055, extreme_hills, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
1056, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
1057, extreme_hills, minecraft:meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
1058, extreme_hills, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
1059, extreme_hills, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
1060, extreme_hills, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
1061, extreme_hills, minecraft:meadow, MONSTER, minecraft:enderman, 10, 1, 4
1062, extreme_hills, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
1063, extreme_hills, minecraft:meadow, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1064, extreme_hills, minecraft:meadow, MONSTER, mythicmounts:dragon, 80, 1, 1
1065, extreme_hills, minecraft:meadow, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1066, extreme_hills, minecraft:meadow, CREATURE, minecraft:donkey, 5, 1, 2
1067, extreme_hills, minecraft:meadow, CREATURE, minecraft:rabbit, 5, 2, 6
1068, extreme_hills, minecraft:meadow, CREATURE, minecraft:sheep, 5, 2, 4
1069, extreme_hills, minecraft:meadow, CREATURE, mythicmobs:drake, 5, 1, 4
1070, extreme_hills, minecraft:meadow, CREATURE, mythicmobs:kobold, 10, 3, 6
1071, extreme_hills, minecraft:meadow, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1072, extreme_hills, minecraft:meadow, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1073, extreme_hills, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
1074, extreme_hills, minecraft:meadow, AMBIENT, mythicmounts:firebird, 5, 1, 1
1075, extreme_hills, minecraft:meadow, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1076, extreme_hills, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1077, forest, wilderwild:mixed_forest, MONSTER, minecraft:spider, 80, 4, 4
1078, forest, wilderwild:mixed_forest, MONSTER, minecraft:zombie, 80, 4, 4
1079, forest, wilderwild:mixed_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1080, forest, wilderwild:mixed_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1081, forest, wilderwild:mixed_forest, MONSTER, minecraft:creeper, 80, 4, 4
1082, forest, wilderwild:mixed_forest, MONSTER, minecraft:slime, 80, 4, 4
1083, forest, wilderwild:mixed_forest, MONSTER, minecraft:enderman, 10, 1, 4
1084, forest, wilderwild:mixed_forest, MONSTER, minecraft:witch, 5, 1, 1
1085, forest, wilderwild:mixed_forest, MONSTER, minecraft:spider, 80, 4, 4
1086, forest, wilderwild:mixed_forest, MONSTER, minecraft:zombie, 80, 4, 4
1087, forest, wilderwild:mixed_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1088, forest, wilderwild:mixed_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1089, forest, wilderwild:mixed_forest, MONSTER, minecraft:creeper, 80, 4, 4
1090, forest, wilderwild:mixed_forest, MONSTER, minecraft:slime, 80, 4, 4
1091, forest, wilderwild:mixed_forest, MONSTER, minecraft:enderman, 10, 1, 4
1092, forest, wilderwild:mixed_forest, MONSTER, minecraft:witch, 5, 1, 1
1093, forest, wilderwild:mixed_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1094, forest, wilderwild:mixed_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1095, forest, wilderwild:mixed_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1096, forest, wilderwild:mixed_forest, CREATURE, minecraft:sheep, 12, 4, 4
1097, forest, wilderwild:mixed_forest, CREATURE, minecraft:pig, 10, 4, 4
1098, forest, wilderwild:mixed_forest, CREATURE, minecraft:chicken, 10, 4, 4
1099, forest, wilderwild:mixed_forest, CREATURE, minecraft:cow, 8, 4, 4
1100, forest, wilderwild:mixed_forest, CREATURE, minecraft:horse, 5, 2, 6
1101, forest, wilderwild:mixed_forest, CREATURE, minecraft:donkey, 5, 1, 3
1102, forest, wilderwild:mixed_forest, CREATURE, minecraft:wolf, 5, 4, 4
1103, forest, wilderwild:mixed_forest, CREATURE, mythicmobs:drake, 5, 1, 4
1104, forest, wilderwild:mixed_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
1105, forest, wilderwild:mixed_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1106, forest, wilderwild:mixed_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1107, forest, wilderwild:mixed_forest, AMBIENT, minecraft:bat, 10, 8, 8
1108, forest, wilderwild:mixed_forest, AMBIENT, minecraft:bat, 10, 8, 8
1109, forest, wilderwild:mixed_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1110, forest, wilderwild:mixed_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1111, forest, wilderwild:mixed_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1112, forest, wilderwild:mixed_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1113, private, profundis:molten_caves, MONSTER, minecraft:spider, 80, 4, 4
1114, private, profundis:molten_caves, MONSTER, minecraft:zombie, 80, 4, 4
1115, private, profundis:molten_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1116, private, profundis:molten_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1117, private, profundis:molten_caves, MONSTER, minecraft:creeper, 80, 4, 4
1118, private, profundis:molten_caves, MONSTER, minecraft:slime, 80, 4, 4
1119, private, profundis:molten_caves, MONSTER, minecraft:enderman, 10, 1, 4
1120, private, profundis:molten_caves, MONSTER, minecraft:witch, 5, 1, 1
1121, private, profundis:molten_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1122, private, profundis:molten_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
1123, private, profundis:molten_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1124, private, profundis:molten_caves, CREATURE, mythicmobs:drake, 5, 1, 4
1125, private, profundis:molten_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
1126, private, profundis:molten_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1127, private, profundis:molten_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1128, private, profundis:molten_caves, AMBIENT, minecraft:bat, 10, 8, 8
1129, private, profundis:molten_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1130, private, profundis:molten_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1131, private, profundis:molten_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1132, private, profundis:mushroom_caves, MONSTER, minecraft:spider, 80, 4, 4
1133, private, profundis:mushroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
1134, private, profundis:mushroom_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1135, private, profundis:mushroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1136, private, profundis:mushroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
1137, private, profundis:mushroom_caves, MONSTER, minecraft:slime, 80, 4, 4
1138, private, profundis:mushroom_caves, MONSTER, minecraft:enderman, 10, 1, 4
1139, private, profundis:mushroom_caves, MONSTER, minecraft:witch, 5, 1, 1
1140, private, profundis:mushroom_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1141, private, profundis:mushroom_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
1142, private, profundis:mushroom_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1143, private, profundis:mushroom_caves, CREATURE, mythicmobs:drake, 5, 1, 4
1144, private, profundis:mushroom_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
1145, private, profundis:mushroom_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1146, private, profundis:mushroom_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1147, private, profundis:mushroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
1148, private, profundis:mushroom_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
1149, private, profundis:mushroom_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1150, private, profundis:mushroom_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1151, private, minecraft:mushroom_fields, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1152, private, minecraft:mushroom_fields, MONSTER, mythicmounts:dragon, 80, 1, 1
1153, private, minecraft:mushroom_fields, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1154, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
1155, private, minecraft:mushroom_fields, CREATURE, mythicmounts:colelytra, 10, 3, 3
1156, private, minecraft:mushroom_fields, CREATURE, mythicmobs:drake, 5, 1, 4
1157, private, minecraft:mushroom_fields, CREATURE, mythicmobs:kobold, 10, 3, 6
1158, private, minecraft:mushroom_fields, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1159, private, minecraft:mushroom_fields, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1160, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1161, private, minecraft:mushroom_fields, AMBIENT, mythicmounts:firebird, 5, 1, 1
1162, private, minecraft:mushroom_fields, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1163, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1164, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1165, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1166, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 5, 4, 4
1167, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1168, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1169, nether, minecraft:nether_wastes, MONSTER, soulsweapons:evil_forlorn, 20, 1, 1
1170, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1171, desert, wilderwild:oasis, MONSTER, minecraft:spider, 80, 4, 4
1172, desert, wilderwild:oasis, MONSTER, minecraft:zombie, 19, 4, 4
1173, desert, wilderwild:oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
1174, desert, wilderwild:oasis, MONSTER, minecraft:skeleton, 80, 4, 4
1175, desert, wilderwild:oasis, MONSTER, minecraft:creeper, 80, 4, 4
1176, desert, wilderwild:oasis, MONSTER, minecraft:slime, 80, 4, 4
1177, desert, wilderwild:oasis, MONSTER, minecraft:enderman, 10, 1, 4
1178, desert, wilderwild:oasis, MONSTER, minecraft:witch, 5, 1, 1
1179, desert, wilderwild:oasis, MONSTER, minecraft:husk, 80, 4, 4
1180, desert, wilderwild:oasis, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1181, desert, wilderwild:oasis, MONSTER, mythicmounts:dragon, 80, 1, 1
1182, desert, wilderwild:oasis, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1183, desert, wilderwild:oasis, CREATURE, minecraft:rabbit, 5, 2, 3
1184, desert, wilderwild:oasis, CREATURE, mythicmobs:drake, 5, 1, 4
1185, desert, wilderwild:oasis, CREATURE, mythicmobs:kobold, 10, 3, 6
1186, desert, wilderwild:oasis, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1187, desert, wilderwild:oasis, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1188, desert, wilderwild:oasis, AMBIENT, minecraft:bat, 10, 8, 8
1189, desert, wilderwild:oasis, AMBIENT, mythicmounts:firebird, 5, 1, 1
1190, desert, wilderwild:oasis, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1191, desert, wilderwild:oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1192, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1193, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1194, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1195, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1196, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1197, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1198, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
1199, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1200, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1201, ocean, minecraft:ocean, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1202, ocean, minecraft:ocean, MONSTER, mythicmounts:dragon, 80, 1, 1
1203, ocean, minecraft:ocean, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1204, ocean, minecraft:ocean, CREATURE, mythicmobs:drake, 5, 1, 4
1205, ocean, minecraft:ocean, CREATURE, mythicmobs:kobold, 10, 3, 6
1206, ocean, minecraft:ocean, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1207, ocean, minecraft:ocean, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1208, ocean, minecraft:ocean, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
1209, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1210, ocean, minecraft:ocean, AMBIENT, mythicmounts:firebird, 5, 1, 1
1211, ocean, minecraft:ocean, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1212, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1213, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1214, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1215, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:clownfish, 50, 1, 2
1216, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:cuttlefish, 50, 1, 2
1217, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:jellyfish, 50, 2, 4
1218, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:lionfish, 50, 1, 1
1219, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:moonjelly, 50, 1, 1
1220, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:opah, 50, 1, 1
1221, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:shark, 50, 1, 2
1222, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:spottedstingray, 50, 1, 1
1223, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:sunfish, 50, 1, 3
1224, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:whaleshark, 50, 1, 2
1225, ocean, minecraft:ocean, WATER_CREATURE, varietyaquatic:yellowfin, 50, 1, 2
1226, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1227, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1228, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1229, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1230, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1231, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1232, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1233, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
1234, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1235, forest, minecraft:old_growth_birch_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1236, forest, minecraft:old_growth_birch_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1237, forest, minecraft:old_growth_birch_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1238, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1239, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1240, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1241, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
1242, forest, minecraft:old_growth_birch_forest, CREATURE, mythicmobs:drake, 5, 1, 4
1243, forest, minecraft:old_growth_birch_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
1244, forest, minecraft:old_growth_birch_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1245, forest, minecraft:old_growth_birch_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1246, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1247, forest, minecraft:old_growth_birch_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1248, forest, minecraft:old_growth_birch_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1249, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1250, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
1251, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1252, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1253, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1254, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1255, forest, wilderwild:old_growth_birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
